time,fret_eto,field_id,crop
2024-10-07,3.43,CA_256089,47
2024-10-08,2.9,CA_256089,47
2024-10-09,2.53,CA_256089,47
2024-10-10,2.2,CA_256089,47
2024-10-11,2.46,CA_256089,47
2024-10-12,2.53,CA_256089,47
2024-10-13,2.51,CA_256089,47
2024-10-07,3.27,CA_256082,61
2024-10-08,2.8,CA_256082,61
2024-10-09,2.41,CA_256082,61
2024-10-10,2.14,CA_256082,61
2024-10-11,2.39,CA_256082,61
2024-10-12,2.43,CA_256082,61
2024-10-13,2.37,CA_256082,61
2024-10-07,3.27,CA_256071,47
2024-10-08,2.8,CA_256071,47
2024-10-09,2.41,CA_256071,47
2024-10-10,2.14,CA_256071,47
2024-10-11,2.39,CA_256071,47
2024-10-12,2.43,CA_256071,47
2024-10-13,2.37,CA_256071,47
2024-10-07,2.44,CA_256064,47
2024-10-08,2.13,CA_256064,47
2024-10-09,1.77,CA_256064,47
2024-10-10,1.59,CA_256064,47
2024-10-11,1.86,CA_256064,47
2024-10-12,1.86,CA_256064,47
2024-10-13,1.82,CA_256064,47
2024-10-07,3.37,CA_256053,47
2024-10-08,2.89,CA_256053,47
2024-10-09,2.45,CA_256053,47
2024-10-10,2.19,CA_256053,47
2024-10-11,2.42,CA_256053,47
2024-10-12,2.48,CA_256053,47
2024-10-13,2.51,CA_256053,47
2024-10-07,3.37,CA_256050,47
2024-10-08,2.89,CA_256050,47
2024-10-09,2.45,CA_256050,47
2024-10-10,2.19,CA_256050,47
2024-10-11,2.42,CA_256050,47
2024-10-12,2.48,CA_256050,47
2024-10-13,2.51,CA_256050,47
2024-10-07,3.15,CA_256046,47
2024-10-08,2.73,CA_256046,47
2024-10-09,2.38,CA_256046,47
2024-10-10,2.14,CA_256046,47
2024-10-11,2.36,CA_256046,47
2024-10-12,2.35,CA_256046,47
2024-10-13,2.33,CA_256046,47
2024-10-07,2.93,CA_256030,122
2024-10-08,2.58,CA_256030,122
2024-10-09,2.26,CA_256030,122
2024-10-10,1.96,CA_256030,122
2024-10-11,2.2,CA_256030,122
2024-10-12,2.28,CA_256030,122
2024-10-13,2.25,CA_256030,122
2024-10-07,3.02,CA_256027,37
2024-10-08,2.69,CA_256027,37
2024-10-09,2.3,CA_256027,37
2024-10-10,2.03,CA_256027,37
2024-10-11,2.24,CA_256027,37
2024-10-12,2.33,CA_256027,37
2024-10-13,2.33,CA_256027,37
2024-10-07,3.92,CA_255991,47
2024-10-08,3.16,CA_255991,47
2024-10-09,2.58,CA_255991,47
2024-10-10,2.38,CA_255991,47
2024-10-11,2.61,CA_255991,47
2024-10-12,2.45,CA_255991,47
2024-10-13,2.59,CA_255991,47
2024-10-07,2.34,CA_255975,47
2024-10-08,1.92,CA_255975,47
2024-10-09,1.65,CA_255975,47
2024-10-10,1.52,CA_255975,47
2024-10-11,1.88,CA_255975,47
2024-10-12,1.83,CA_255975,47
2024-10-13,1.7,CA_255975,47
2024-10-07,2.93,CA_255974,47
2024-10-08,2.47,CA_255974,47
2024-10-09,2.16,CA_255974,47
2024-10-10,1.94,CA_255974,47
2024-10-11,2.18,CA_255974,47
2024-10-12,2.23,CA_255974,47
2024-10-13,2.16,CA_255974,47
2024-10-07,3.22,CA_255947,47
2024-10-08,2.7,CA_255947,47
2024-10-09,2.34,CA_255947,47
2024-10-10,2.09,CA_255947,47
2024-10-11,2.34,CA_255947,47
2024-10-12,2.36,CA_255947,47
2024-10-13,2.28,CA_255947,47
2024-10-07,3.11,CA_255916,47
2024-10-08,2.59,CA_255916,47
2024-10-09,2.24,CA_255916,47
2024-10-10,1.99,CA_255916,47
2024-10-11,2.26,CA_255916,47
2024-10-12,2.35,CA_255916,47
2024-10-13,2.22,CA_255916,47
2024-10-07,2.75,CA_255905,47
2024-10-08,2.24,CA_255905,47
2024-10-09,1.9,CA_255905,47
2024-10-10,1.77,CA_255905,47
2024-10-11,2.15,CA_255905,47
2024-10-12,2.06,CA_255905,47
2024-10-13,1.96,CA_255905,47
2024-10-07,3.3,CA_255892,47
2024-10-08,2.73,CA_255892,47
2024-10-09,2.36,CA_255892,47
2024-10-10,2.04,CA_255892,47
2024-10-11,2.36,CA_255892,47
2024-10-12,2.42,CA_255892,47
2024-10-13,2.31,CA_255892,47
2024-10-07,3.39,CA_255878,47
2024-10-08,2.82,CA_255878,47
2024-10-09,2.45,CA_255878,47
2024-10-10,2.17,CA_255878,47
2024-10-11,2.43,CA_255878,47
2024-10-12,2.4,CA_255878,47
2024-10-13,2.38,CA_255878,47
2024-10-07,2.87,CA_255872,47
2024-10-08,2.45,CA_255872,47
2024-10-09,2.13,CA_255872,47
2024-10-10,1.85,CA_255872,47
2024-10-11,2.21,CA_255872,47
2024-10-12,2.17,CA_255872,47
2024-10-13,2.06,CA_255872,47
2024-10-07,2.61,CA_255854,47
2024-10-08,2.15,CA_255854,47
2024-10-09,1.84,CA_255854,47
2024-10-10,1.67,CA_255854,47
2024-10-11,1.95,CA_255854,47
2024-10-12,1.99,CA_255854,47
2024-10-13,1.91,CA_255854,47
2024-10-07,3.27,CA_255846,47
2024-10-08,2.8,CA_255846,47
2024-10-09,2.41,CA_255846,47
2024-10-10,2.14,CA_255846,47
2024-10-11,2.39,CA_255846,47
2024-10-12,2.43,CA_255846,47
2024-10-13,2.37,CA_255846,47
2024-10-07,2.93,CA_255822,47
2024-10-08,2.47,CA_255822,47
2024-10-09,2.16,CA_255822,47
2024-10-10,1.94,CA_255822,47
2024-10-11,2.18,CA_255822,47
2024-10-12,2.23,CA_255822,47
2024-10-13,2.16,CA_255822,47
2024-10-07,3.81,CA_255809,47
2024-10-08,3.29,CA_255809,47
2024-10-09,2.78,CA_255809,47
2024-10-10,2.38,CA_255809,47
2024-10-11,2.73,CA_255809,47
2024-10-12,2.75,CA_255809,47
2024-10-13,2.74,CA_255809,47
2024-10-07,3.08,CA_255803,47
2024-10-08,2.64,CA_255803,47
2024-10-09,2.24,CA_255803,47
2024-10-10,2.04,CA_255803,47
2024-10-11,2.45,CA_255803,47
2024-10-12,2.3,CA_255803,47
2024-10-13,2.33,CA_255803,47
2024-10-07,3.74,CA_255715,47
2024-10-08,3.15,CA_255715,47
2024-10-09,2.58,CA_255715,47
2024-10-10,2.33,CA_255715,47
2024-10-11,2.69,CA_255715,47
2024-10-12,2.52,CA_255715,47
2024-10-13,2.67,CA_255715,47
2024-10-07,3.11,CA_255711,47
2024-10-08,2.63,CA_255711,47
2024-10-09,2.23,CA_255711,47
2024-10-10,2.07,CA_255711,47
2024-10-11,2.35,CA_255711,47
2024-10-12,2.23,CA_255711,47
2024-10-13,2.3,CA_255711,47
2024-10-07,3.04,CA_255679,47
2024-10-08,2.57,CA_255679,47
2024-10-09,2.2,CA_255679,47
2024-10-10,1.93,CA_255679,47
2024-10-11,2.22,CA_255679,47
2024-10-12,2.2,CA_255679,47
2024-10-13,2.23,CA_255679,47
2024-10-07,2.82,CA_255637,47
2024-10-08,2.34,CA_255637,47
2024-10-09,1.98,CA_255637,47
2024-10-10,1.71,CA_255637,47
2024-10-11,2.01,CA_255637,47
2024-10-12,2.09,CA_255637,47
2024-10-13,2.04,CA_255637,47
2024-10-07,3.02,CA_255614,47
2024-10-08,2.69,CA_255614,47
2024-10-09,2.3,CA_255614,47
2024-10-10,2.03,CA_255614,47
2024-10-11,2.24,CA_255614,47
2024-10-12,2.33,CA_255614,47
2024-10-13,2.33,CA_255614,47
2024-10-07,3.24,CA_255613,47
2024-10-08,2.82,CA_255613,47
2024-10-09,2.29,CA_255613,47
2024-10-10,2.09,CA_255613,47
2024-10-11,2.45,CA_255613,47
2024-10-12,2.28,CA_255613,47
2024-10-13,2.29,CA_255613,47
2024-10-07,2.79,CA_255591,47
2024-10-08,2.37,CA_255591,47
2024-10-09,2.06,CA_255591,47
2024-10-10,1.82,CA_255591,47
2024-10-11,2.16,CA_255591,47
2024-10-12,2.2,CA_255591,47
2024-10-13,2.05,CA_255591,47
2024-10-07,3.47,CA_255586,47
2024-10-08,2.92,CA_255586,47
2024-10-09,2.42,CA_255586,47
2024-10-10,2.17,CA_255586,47
2024-10-11,2.51,CA_255586,47
2024-10-12,2.37,CA_255586,47
2024-10-13,2.4,CA_255586,47
2024-10-07,2.93,CA_255542,47
2024-10-08,2.47,CA_255542,47
2024-10-09,2.16,CA_255542,47
2024-10-10,1.94,CA_255542,47
2024-10-11,2.18,CA_255542,47
2024-10-12,2.23,CA_255542,47
2024-10-13,2.16,CA_255542,47
2024-10-07,3.27,CA_255489,47
2024-10-08,2.8,CA_255489,47
2024-10-09,2.41,CA_255489,47
2024-10-10,2.14,CA_255489,47
2024-10-11,2.39,CA_255489,47
2024-10-12,2.43,CA_255489,47
2024-10-13,2.37,CA_255489,47
2024-10-07,3.24,CA_255483,47
2024-10-08,2.82,CA_255483,47
2024-10-09,2.29,CA_255483,47
2024-10-10,2.09,CA_255483,47
2024-10-11,2.45,CA_255483,47
2024-10-12,2.28,CA_255483,47
2024-10-13,2.29,CA_255483,47
2024-10-07,3.1,CA_255465,47
2024-10-08,2.6,CA_255465,47
2024-10-09,2.26,CA_255465,47
2024-10-10,2.04,CA_255465,47
2024-10-11,2.28,CA_255465,47
2024-10-12,2.32,CA_255465,47
2024-10-13,2.25,CA_255465,47
2024-10-07,2.75,CA_255462,47
2024-10-08,2.24,CA_255462,47
2024-10-09,1.9,CA_255462,47
2024-10-10,1.77,CA_255462,47
2024-10-11,2.15,CA_255462,47
2024-10-12,2.06,CA_255462,47
2024-10-13,1.96,CA_255462,47
2024-10-07,2.93,CA_255460,47
2024-10-08,2.47,CA_255460,47
2024-10-09,2.16,CA_255460,47
2024-10-10,1.94,CA_255460,47
2024-10-11,2.18,CA_255460,47
2024-10-12,2.23,CA_255460,47
2024-10-13,2.16,CA_255460,47
2024-10-07,3.15,CA_255441,47
2024-10-08,2.64,CA_255441,47
2024-10-09,2.27,CA_255441,47
2024-10-10,2.03,CA_255441,47
2024-10-11,2.29,CA_255441,47
2024-10-12,2.36,CA_255441,47
2024-10-13,2.26,CA_255441,47
2024-10-07,2.57,CA_255440,61
2024-10-08,2.17,CA_255440,61
2024-10-09,1.82,CA_255440,61
2024-10-10,1.67,CA_255440,61
2024-10-11,1.91,CA_255440,61
2024-10-12,1.95,CA_255440,61
2024-10-13,1.86,CA_255440,61
2024-10-07,2.87,CA_255431,47
2024-10-08,2.45,CA_255431,47
2024-10-09,2.13,CA_255431,47
2024-10-10,1.85,CA_255431,47
2024-10-11,2.21,CA_255431,47
2024-10-12,2.17,CA_255431,47
2024-10-13,2.06,CA_255431,47
2024-10-07,3.19,CA_255334,47
2024-10-08,2.68,CA_255334,47
2024-10-09,2.28,CA_255334,47
2024-10-10,2.0,CA_255334,47
2024-10-11,2.28,CA_255334,47
2024-10-12,2.35,CA_255334,47
2024-10-13,2.23,CA_255334,47
2024-10-07,3.58,CA_255330,47
2024-10-08,2.99,CA_255330,47
2024-10-09,2.41,CA_255330,47
2024-10-10,2.29,CA_255330,47
2024-10-11,2.52,CA_255330,47
2024-10-12,2.37,CA_255330,47
2024-10-13,2.42,CA_255330,47
2024-10-07,3.43,CA_255325,47
2024-10-08,2.9,CA_255325,47
2024-10-09,2.53,CA_255325,47
2024-10-10,2.2,CA_255325,47
2024-10-11,2.46,CA_255325,47
2024-10-12,2.53,CA_255325,47
2024-10-13,2.51,CA_255325,47
2024-10-07,3.22,CA_255318,47
2024-10-08,2.7,CA_255318,47
2024-10-09,2.34,CA_255318,47
2024-10-10,2.09,CA_255318,47
2024-10-11,2.34,CA_255318,47
2024-10-12,2.36,CA_255318,47
2024-10-13,2.28,CA_255318,47
2024-10-07,3.5,CA_255306,47
2024-10-08,2.92,CA_255306,47
2024-10-09,2.56,CA_255306,47
2024-10-10,2.24,CA_255306,47
2024-10-11,2.5,CA_255306,47
2024-10-12,2.55,CA_255306,47
2024-10-13,2.47,CA_255306,47
2024-10-07,3.27,CA_255269,47
2024-10-08,2.8,CA_255269,47
2024-10-09,2.41,CA_255269,47
2024-10-10,2.14,CA_255269,47
2024-10-11,2.39,CA_255269,47
2024-10-12,2.43,CA_255269,47
2024-10-13,2.37,CA_255269,47
2024-10-07,3.3,CA_255250,47
2024-10-08,2.73,CA_255250,47
2024-10-09,2.36,CA_255250,47
2024-10-10,2.04,CA_255250,47
2024-10-11,2.36,CA_255250,47
2024-10-12,2.42,CA_255250,47
2024-10-13,2.31,CA_255250,47
2024-10-07,2.84,CA_255232,61
2024-10-08,2.36,CA_255232,61
2024-10-09,2.02,CA_255232,61
2024-10-10,1.81,CA_255232,61
2024-10-11,2.08,CA_255232,61
2024-10-12,2.11,CA_255232,61
2024-10-13,2.04,CA_255232,61
2024-10-07,3.1,CA_255193,47
2024-10-08,2.6,CA_255193,47
2024-10-09,2.26,CA_255193,47
2024-10-10,2.04,CA_255193,47
2024-10-11,2.28,CA_255193,47
2024-10-12,2.32,CA_255193,47
2024-10-13,2.25,CA_255193,47
2024-10-07,2.57,CA_255156,47
2024-10-08,2.17,CA_255156,47
2024-10-09,1.82,CA_255156,47
2024-10-10,1.61,CA_255156,47
2024-10-11,1.91,CA_255156,47
2024-10-12,1.89,CA_255156,47
2024-10-13,1.88,CA_255156,47
2024-10-07,3.74,CA_255140,47
2024-10-08,3.15,CA_255140,47
2024-10-09,2.58,CA_255140,47
2024-10-10,2.33,CA_255140,47
2024-10-11,2.69,CA_255140,47
2024-10-12,2.52,CA_255140,47
2024-10-13,2.67,CA_255140,47
2024-10-07,2.96,CA_255093,61
2024-10-08,2.48,CA_255093,61
2024-10-09,2.15,CA_255093,61
2024-10-10,1.91,CA_255093,61
2024-10-11,2.15,CA_255093,61
2024-10-12,2.22,CA_255093,61
2024-10-13,2.18,CA_255093,61
2024-10-07,2.96,CA_255030,61
2024-10-08,2.48,CA_255030,61
2024-10-09,2.15,CA_255030,61
2024-10-10,1.91,CA_255030,61
2024-10-11,2.15,CA_255030,61
2024-10-12,2.22,CA_255030,61
2024-10-13,2.18,CA_255030,61
2024-10-07,3.76,CA_255029,47
2024-10-08,3.11,CA_255029,47
2024-10-09,2.58,CA_255029,47
2024-10-10,2.38,CA_255029,47
2024-10-11,2.68,CA_255029,47
2024-10-12,2.47,CA_255029,47
2024-10-13,2.59,CA_255029,47
2024-10-07,3.3,CA_255027,47
2024-10-08,2.73,CA_255027,47
2024-10-09,2.36,CA_255027,47
2024-10-10,2.04,CA_255027,47
2024-10-11,2.36,CA_255027,47
2024-10-12,2.42,CA_255027,47
2024-10-13,2.31,CA_255027,47
2024-10-07,2.96,CA_255026,47
2024-10-08,2.48,CA_255026,47
2024-10-09,2.15,CA_255026,47
2024-10-10,1.91,CA_255026,47
2024-10-11,2.15,CA_255026,47
2024-10-12,2.22,CA_255026,47
2024-10-13,2.18,CA_255026,47
2024-10-07,3.43,CA_255008,47
2024-10-08,2.9,CA_255008,47
2024-10-09,2.53,CA_255008,47
2024-10-10,2.2,CA_255008,47
2024-10-11,2.46,CA_255008,47
2024-10-12,2.53,CA_255008,47
2024-10-13,2.51,CA_255008,47
2024-10-07,3.92,CA_254976,47
2024-10-08,3.16,CA_254976,47
2024-10-09,2.58,CA_254976,47
2024-10-10,2.38,CA_254976,47
2024-10-11,2.61,CA_254976,47
2024-10-12,2.45,CA_254976,47
2024-10-13,2.59,CA_254976,47
2024-10-07,3.11,CA_254945,47
2024-10-08,2.59,CA_254945,47
2024-10-09,2.24,CA_254945,47
2024-10-10,1.99,CA_254945,47
2024-10-11,2.26,CA_254945,47
2024-10-12,2.35,CA_254945,47
2024-10-13,2.22,CA_254945,47
2024-10-07,2.63,CA_254907,47
2024-10-08,2.21,CA_254907,47
2024-10-09,1.87,CA_254907,47
2024-10-10,1.68,CA_254907,47
2024-10-11,2.01,CA_254907,47
2024-10-12,2.01,CA_254907,47
2024-10-13,1.91,CA_254907,47
2024-10-07,3.39,CA_254906,47
2024-10-08,2.87,CA_254906,47
2024-10-09,2.46,CA_254906,47
2024-10-10,2.19,CA_254906,47
2024-10-11,2.42,CA_254906,47
2024-10-12,2.44,CA_254906,47
2024-10-13,2.42,CA_254906,47
2024-10-07,3.09,CA_254902,47
2024-10-08,2.61,CA_254902,47
2024-10-09,2.28,CA_254902,47
2024-10-10,2.05,CA_254902,47
2024-10-11,2.32,CA_254902,47
2024-10-12,2.31,CA_254902,47
2024-10-13,2.29,CA_254902,47
2024-10-07,3.58,CA_254835,47
2024-10-08,2.99,CA_254835,47
2024-10-09,2.41,CA_254835,47
2024-10-10,2.29,CA_254835,47
2024-10-11,2.52,CA_254835,47
2024-10-12,2.37,CA_254835,47
2024-10-13,2.42,CA_254835,47
2024-10-07,2.91,CA_254824,47
2024-10-08,2.44,CA_254824,47
2024-10-09,2.05,CA_254824,47
2024-10-10,1.88,CA_254824,47
2024-10-11,2.26,CA_254824,47
2024-10-12,2.18,CA_254824,47
2024-10-13,2.13,CA_254824,47
2024-10-07,3.64,CA_254821,61
2024-10-08,3.07,CA_254821,61
2024-10-09,2.6,CA_254821,61
2024-10-10,2.28,CA_254821,61
2024-10-11,2.51,CA_254821,61
2024-10-12,2.5,CA_254821,61
2024-10-13,2.5,CA_254821,61
2024-10-07,3.27,CA_254812,47
2024-10-08,2.8,CA_254812,47
2024-10-09,2.41,CA_254812,47
2024-10-10,2.14,CA_254812,47
2024-10-11,2.39,CA_254812,47
2024-10-12,2.43,CA_254812,47
2024-10-13,2.37,CA_254812,47
2024-10-07,3.09,CA_254806,47
2024-10-08,2.61,CA_254806,47
2024-10-09,2.28,CA_254806,47
2024-10-10,2.05,CA_254806,47
2024-10-11,2.32,CA_254806,47
2024-10-12,2.31,CA_254806,47
2024-10-13,2.29,CA_254806,47
2024-10-07,2.34,CA_254750,47
2024-10-08,1.92,CA_254750,47
2024-10-09,1.65,CA_254750,47
2024-10-10,1.52,CA_254750,47
2024-10-11,1.88,CA_254750,47
2024-10-12,1.83,CA_254750,47
2024-10-13,1.7,CA_254750,47
2024-10-07,3.65,CA_254743,47
2024-10-08,3.18,CA_254743,47
2024-10-09,2.68,CA_254743,47
2024-10-10,2.34,CA_254743,47
2024-10-11,2.56,CA_254743,47
2024-10-12,2.62,CA_254743,47
2024-10-13,2.6,CA_254743,47
2024-10-07,2.87,CA_254714,47
2024-10-08,2.45,CA_254714,47
2024-10-09,2.13,CA_254714,47
2024-10-10,1.85,CA_254714,47
2024-10-11,2.21,CA_254714,47
2024-10-12,2.17,CA_254714,47
2024-10-13,2.06,CA_254714,47
2024-10-07,2.95,CA_254693,47
2024-10-08,2.47,CA_254693,47
2024-10-09,2.18,CA_254693,47
2024-10-10,1.94,CA_254693,47
2024-10-11,2.28,CA_254693,47
2024-10-12,2.21,CA_254693,47
2024-10-13,2.17,CA_254693,47
2024-10-07,3.92,CA_254644,47
2024-10-08,3.16,CA_254644,47
2024-10-09,2.58,CA_254644,47
2024-10-10,2.38,CA_254644,47
2024-10-11,2.61,CA_254644,47
2024-10-12,2.45,CA_254644,47
2024-10-13,2.59,CA_254644,47
2024-10-07,3.32,CA_254636,61
2024-10-08,2.75,CA_254636,61
2024-10-09,2.37,CA_254636,61
2024-10-10,2.19,CA_254636,61
2024-10-11,2.38,CA_254636,61
2024-10-12,2.38,CA_254636,61
2024-10-13,2.32,CA_254636,61
2024-10-07,2.42,CA_254587,47
2024-10-08,1.93,CA_254587,47
2024-10-09,1.67,CA_254587,47
2024-10-10,1.51,CA_254587,47
2024-10-11,1.89,CA_254587,47
2024-10-12,1.78,CA_254587,47
2024-10-13,1.69,CA_254587,47
2024-10-07,2.58,CA_254559,47
2024-10-08,2.17,CA_254559,47
2024-10-09,1.86,CA_254559,47
2024-10-10,1.63,CA_254559,47
2024-10-11,2.0,CA_254559,47
2024-10-12,2.01,CA_254559,47
2024-10-13,1.89,CA_254559,47
2024-10-07,3.37,CA_254551,47
2024-10-08,2.89,CA_254551,47
2024-10-09,2.45,CA_254551,47
2024-10-10,2.19,CA_254551,47
2024-10-11,2.42,CA_254551,47
2024-10-12,2.48,CA_254551,47
2024-10-13,2.51,CA_254551,47
2024-10-07,3.32,CA_254527,47
2024-10-08,2.75,CA_254527,47
2024-10-09,2.37,CA_254527,47
2024-10-10,2.19,CA_254527,47
2024-10-11,2.38,CA_254527,47
2024-10-12,2.38,CA_254527,47
2024-10-13,2.32,CA_254527,47
2024-10-07,3.04,CA_254519,47
2024-10-08,2.57,CA_254519,47
2024-10-09,2.2,CA_254519,47
2024-10-10,1.93,CA_254519,47
2024-10-11,2.22,CA_254519,47
2024-10-12,2.2,CA_254519,47
2024-10-13,2.23,CA_254519,47
2024-10-07,2.93,CA_254518,47
2024-10-08,2.47,CA_254518,47
2024-10-09,2.16,CA_254518,47
2024-10-10,1.94,CA_254518,47
2024-10-11,2.18,CA_254518,47
2024-10-12,2.23,CA_254518,47
2024-10-13,2.16,CA_254518,47
2024-10-07,3.38,CA_254515,61
2024-10-08,2.88,CA_254515,61
2024-10-09,2.42,CA_254515,61
2024-10-10,2.13,CA_254515,61
2024-10-11,2.36,CA_254515,61
2024-10-12,2.47,CA_254515,61
2024-10-13,2.45,CA_254515,61
2024-10-07,2.95,CA_254510,47
2024-10-08,2.47,CA_254510,47
2024-10-09,2.18,CA_254510,47
2024-10-10,1.94,CA_254510,47
2024-10-11,2.28,CA_254510,47
2024-10-12,2.21,CA_254510,47
2024-10-13,2.17,CA_254510,47
2024-10-07,2.94,CA_254498,47
2024-10-08,2.45,CA_254498,47
2024-10-09,2.14,CA_254498,47
2024-10-10,1.93,CA_254498,47
2024-10-11,2.19,CA_254498,47
2024-10-12,2.21,CA_254498,47
2024-10-13,2.14,CA_254498,47
2024-10-07,3.47,CA_254458,47
2024-10-08,2.92,CA_254458,47
2024-10-09,2.42,CA_254458,47
2024-10-10,2.17,CA_254458,47
2024-10-11,2.51,CA_254458,47
2024-10-12,2.37,CA_254458,47
2024-10-13,2.4,CA_254458,47
2024-10-07,3.5,CA_254432,47
2024-10-08,3.07,CA_254432,47
2024-10-09,2.58,CA_254432,47
2024-10-10,2.39,CA_254432,47
2024-10-11,2.67,CA_254432,47
2024-10-12,2.56,CA_254432,47
2024-10-13,2.58,CA_254432,47
2024-10-07,3.06,CA_254422,47
2024-10-08,2.51,CA_254422,47
2024-10-09,2.17,CA_254422,47
2024-10-10,1.9,CA_254422,47
2024-10-11,2.16,CA_254422,47
2024-10-12,2.25,CA_254422,47
2024-10-13,2.19,CA_254422,47
2024-10-07,3.65,CA_254377,47
2024-10-08,3.14,CA_254377,47
2024-10-09,2.54,CA_254377,47
2024-10-10,2.35,CA_254377,47
2024-10-11,2.7,CA_254377,47
2024-10-12,2.53,CA_254377,47
2024-10-13,2.65,CA_254377,47
2024-10-07,3.34,CA_254370,47
2024-10-08,2.77,CA_254370,47
2024-10-09,2.4,CA_254370,47
2024-10-10,2.13,CA_254370,47
2024-10-11,2.36,CA_254370,47
2024-10-12,2.38,CA_254370,47
2024-10-13,2.41,CA_254370,47
2024-10-07,3.11,CA_254360,47
2024-10-08,2.63,CA_254360,47
2024-10-09,2.23,CA_254360,47
2024-10-10,2.07,CA_254360,47
2024-10-11,2.35,CA_254360,47
2024-10-12,2.23,CA_254360,47
2024-10-13,2.3,CA_254360,47
2024-10-07,3.34,CA_254279,47
2024-10-08,2.77,CA_254279,47
2024-10-09,2.4,CA_254279,47
2024-10-10,2.13,CA_254279,47
2024-10-11,2.36,CA_254279,47
2024-10-12,2.38,CA_254279,47
2024-10-13,2.41,CA_254279,47
2024-10-07,3.12,CA_254272,47
2024-10-08,2.64,CA_254272,47
2024-10-09,2.3,CA_254272,47
2024-10-10,2.1,CA_254272,47
2024-10-11,2.42,CA_254272,47
2024-10-12,2.3,CA_254272,47
2024-10-13,2.34,CA_254272,47
2024-10-07,3.24,CA_254271,47
2024-10-08,2.82,CA_254271,47
2024-10-09,2.29,CA_254271,47
2024-10-10,2.09,CA_254271,47
2024-10-11,2.45,CA_254271,47
2024-10-12,2.28,CA_254271,47
2024-10-13,2.29,CA_254271,47
2024-10-07,3.39,CA_254268,47
2024-10-08,2.82,CA_254268,47
2024-10-09,2.45,CA_254268,47
2024-10-10,2.17,CA_254268,47
2024-10-11,2.43,CA_254268,47
2024-10-12,2.4,CA_254268,47
2024-10-13,2.38,CA_254268,47
2024-10-07,2.93,CA_254227,47
2024-10-08,2.47,CA_254227,47
2024-10-09,2.16,CA_254227,47
2024-10-10,1.94,CA_254227,47
2024-10-11,2.18,CA_254227,47
2024-10-12,2.23,CA_254227,47
2024-10-13,2.16,CA_254227,47
2024-10-07,2.95,CA_254152,47
2024-10-08,2.47,CA_254152,47
2024-10-09,2.18,CA_254152,47
2024-10-10,1.94,CA_254152,47
2024-10-11,2.28,CA_254152,47
2024-10-12,2.21,CA_254152,47
2024-10-13,2.17,CA_254152,47
2024-10-07,3.27,CA_254149,47
2024-10-08,2.8,CA_254149,47
2024-10-09,2.41,CA_254149,47
2024-10-10,2.14,CA_254149,47
2024-10-11,2.39,CA_254149,47
2024-10-12,2.43,CA_254149,47
2024-10-13,2.37,CA_254149,47
2024-10-07,2.79,CA_254144,47
2024-10-08,2.37,CA_254144,47
2024-10-09,2.06,CA_254144,47
2024-10-10,1.82,CA_254144,47
2024-10-11,2.16,CA_254144,47
2024-10-12,2.2,CA_254144,47
2024-10-13,2.05,CA_254144,47
2024-10-07,3.19,CA_254124,69
2024-10-08,2.68,CA_254124,69
2024-10-09,2.28,CA_254124,69
2024-10-10,2.0,CA_254124,69
2024-10-11,2.28,CA_254124,69
2024-10-12,2.35,CA_254124,69
2024-10-13,2.23,CA_254124,69
2024-10-07,2.41,CA_254100,47
2024-10-08,2.1,CA_254100,47
2024-10-09,1.74,CA_254100,47
2024-10-10,1.51,CA_254100,47
2024-10-11,1.84,CA_254100,47
2024-10-12,1.84,CA_254100,47
2024-10-13,1.8,CA_254100,47
2024-10-07,2.73,CA_253894,47
2024-10-08,2.27,CA_253894,47
2024-10-09,1.94,CA_253894,47
2024-10-10,1.74,CA_253894,47
2024-10-11,2.09,CA_253894,47
2024-10-12,2.06,CA_253894,47
2024-10-13,1.99,CA_253894,47
2024-10-07,3.65,CA_253884,47
2024-10-08,3.14,CA_253884,47
2024-10-09,2.54,CA_253884,47
2024-10-10,2.35,CA_253884,47
2024-10-11,2.7,CA_253884,47
2024-10-12,2.53,CA_253884,47
2024-10-13,2.65,CA_253884,47
2024-10-07,2.4,CA_253873,47
2024-10-08,2.01,CA_253873,47
2024-10-09,1.63,CA_253873,47
2024-10-10,1.52,CA_253873,47
2024-10-11,1.9,CA_253873,47
2024-10-12,1.83,CA_253873,47
2024-10-13,1.69,CA_253873,47
2024-10-07,2.93,CA_253853,47
2024-10-08,2.47,CA_253853,47
2024-10-09,2.16,CA_253853,47
2024-10-10,1.94,CA_253853,47
2024-10-11,2.18,CA_253853,47
2024-10-12,2.23,CA_253853,47
2024-10-13,2.16,CA_253853,47
2024-10-07,3.37,CA_253839,47
2024-10-08,2.89,CA_253839,47
2024-10-09,2.45,CA_253839,47
2024-10-10,2.19,CA_253839,47
2024-10-11,2.42,CA_253839,47
2024-10-12,2.48,CA_253839,47
2024-10-13,2.51,CA_253839,47
2024-10-07,3.15,CA_253799,47
2024-10-08,2.64,CA_253799,47
2024-10-09,2.27,CA_253799,47
2024-10-10,2.03,CA_253799,47
2024-10-11,2.29,CA_253799,47
2024-10-12,2.36,CA_253799,47
2024-10-13,2.26,CA_253799,47
2024-10-07,2.73,CA_253781,47
2024-10-08,2.27,CA_253781,47
2024-10-09,1.94,CA_253781,47
2024-10-10,1.74,CA_253781,47
2024-10-11,2.09,CA_253781,47
2024-10-12,2.06,CA_253781,47
2024-10-13,1.99,CA_253781,47
2024-10-07,3.26,CA_253764,47
