OPENET_ID,CROP_2023,.geo
CA_244212,47,"{""type"":""Point"",""coordinates"":[-121.58948719737357,36.601840869075254]}"
CA_244216,47,"{""type"":""Point"",""coordinates"":[-121.61746684613173,36.617173526289456]}"
CA_244317,47,"{""type"":""Point"",""coordinates"":[-121.48712991783607,36.60176836852679]}"
CA_244323,47,"{""type"":""Point"",""coordinates"":[-121.54359505573814,36.62598563458427]}"
CA_244363,47,"{""type"":""Point"",""coordinates"":[-121.57258053343728,36.640016465654554]}"
CA_244479,47,"{""type"":""Point"",""coordinates"":[-121.55972814355998,36.63511388369872]}"
CA_244884,47,"{""type"":""Point"",""coordinates"":[-121.47088069777881,36.58226907838522]}"
CA_244909,47,"{""type"":""Point"",""coordinates"":[-121.51299066275395,36.608902196536064]}"
CA_245140,61,"{""type"":""Point"",""coordinates"":[-121.56107533722685,36.62188690637707]}"
CA_245526,47,"{""type"":""Point"",""coordinates"":[-121.51768039908457,36.55629785602403]}"
CA_245621,47,"{""type"":""Point"",""coordinates"":[-121.50273482130527,36.595500857654]}"
CA_245684,47,"{""type"":""Point"",""coordinates"":[-121.55009110089448,36.6026243051372]}"
CA_245708,47,"{""type"":""Point"",""coordinates"":[-121.53706030191972,36.64728389819729]}"
CA_245730,47,"{""type"":""Point"",""coordinates"":[-121.4813433952534,36.58309765063795]}"
CA_246614,47,"{""type"":""Point"",""coordinates"":[-121.15856974601199,36.261250408150296]}"
CA_246665,47,"{""type"":""Point"",""coordinates"":[-121.05539538577104,36.1755739218391]}"
CA_247012,47,"{""type"":""Point"",""coordinates"":[-121.16177999751676,36.30066767114716]}"
CA_247066,47,"{""type"":""Point"",""coordinates"":[-121.11379842997542,36.21039593631058]}"
CA_247350,47,"{""type"":""Point"",""coordinates"":[-121.18640980396796,36.23360496087608]}"
CA_247400,47,"{""type"":""Point"",""coordinates"":[-121.08881626547266,36.223476504077105]}"
CA_247470,47,"{""type"":""Point"",""coordinates"":[-121.2279413290374,36.28182454800109]}"
CA_247878,47,"{""type"":""Point"",""coordinates"":[-121.39642630923932,36.480801431520874]}"
CA_248128,47,"{""type"":""Point"",""coordinates"":[-121.05188768892154,36.15512674476066]}"
CA_248380,47,"{""type"":""Point"",""coordinates"":[-121.23685548683231,36.28647783568269]}"
CA_248388,61,"{""type"":""Point"",""coordinates"":[-121.24400188223717,36.30939050864135]}"
CA_248446,47,"{""type"":""Point"",""coordinates"":[-121.17940102419313,36.2572943128885]}"
CA_248642,47,"{""type"":""Point"",""coordinates"":[-121.09746686844082,36.202061883077185]}"
CA_248737,47,"{""type"":""Point"",""coordinates"":[-120.87649789969855,35.98722526385488]}"
CA_249008,47,"{""type"":""Point"",""coordinates"":[-121.38134712773552,36.41536148175402]}"
CA_249138,61,"{""type"":""Point"",""coordinates"":[-121.27272801048936,36.337696833758876]}"
CA_249254,47,"{""type"":""Point"",""coordinates"":[-121.27512294553688,36.39956245768589]}"
CA_249291,47,"{""type"":""Point"",""coordinates"":[-121.22887163766995,36.360236262596985]}"
CA_249531,47,"{""type"":""Point"",""coordinates"":[-120.91592217842847,36.041028172452805]}"
CA_249846,47,"{""type"":""Point"",""coordinates"":[-121.08026239779586,36.209019782960254]}"
CA_250355,47,"{""type"":""Point"",""coordinates"":[-121.23109659001126,36.34238969933475]}"
CA_250863,47,"{""type"":""Point"",""coordinates"":[-121.21116891668429,36.31040671978129]}"
CA_251092,47,"{""type"":""Point"",""coordinates"":[-121.11931791870579,36.23247839999033]}"
CA_251382,47,"{""type"":""Point"",""coordinates"":[-121.1619232064012,36.23538453432931]}"
CA_251411,47,"{""type"":""Point"",""coordinates"":[-121.0098903350964,36.11609052231388]}"
CA_251481,47,"{""type"":""Point"",""coordinates"":[-121.26982262376954,36.34660250157921]}"
CA_251816,47,"{""type"":""Point"",""coordinates"":[-121.34629356672401,36.376709413143445]}"
CA_251820,47,"{""type"":""Point"",""coordinates"":[-121.38537964034734,36.45860193189714]}"
CA_251888,47,"{""type"":""Point"",""coordinates"":[-121.18369097829783,36.296601307230276]}"
CA_252031,47,"{""type"":""Point"",""coordinates"":[-121.40655015904267,36.474766399690665]}"
CA_252254,47,"{""type"":""Point"",""coordinates"":[-121.4669841230311,36.55622556153566]}"
CA_252397,47,"{""type"":""Point"",""coordinates"":[-121.27719022646147,36.34513190269049]}"
CA_252479,47,"{""type"":""Point"",""coordinates"":[-121.08496456231946,36.24151085224]}"
CA_252486,47,"{""type"":""Point"",""coordinates"":[-121.17174244133265,36.23536627389562]}"
CA_252530,47,"{""type"":""Point"",""coordinates"":[-121.04091821371176,36.139109888005926]}"
CA_252534,47,"{""type"":""Point"",""coordinates"":[-121.00341848102745,36.11324518432172]}"
CA_252538,47,"{""type"":""Point"",""coordinates"":[-121.04418249058138,36.110532030148335]}"
CA_252621,47,"{""type"":""Point"",""coordinates"":[-121.47805064809974,36.580173875951346]}"
CA_252701,47,"{""type"":""Point"",""coordinates"":[-121.51632400130323,36.56469221782295]}"
CA_252861,47,"{""type"":""Point"",""coordinates"":[-121.15432700657381,36.19635704879884]}"
CA_253080,47,"{""type"":""Point"",""coordinates"":[-121.58259153802999,36.70581374081141]}"
CA_253537,47,"{""type"":""Point"",""coordinates"":[-121.5796813645302,36.68420461511701]}"
CA_254644,47,"{""type"":""Point"",""coordinates"":[-121.55277751100891,36.66786560265844]}"
CA_255140,47,"{""type"":""Point"",""coordinates"":[-121.6142847409747,36.632020556006566]}"
CA_255330,47,"{""type"":""Point"",""coordinates"":[-121.57579670069073,36.66494973034097]}"
CA_244000,47,"{""type"":""Point"",""coordinates"":[-121.54053964383286,36.53725528740377]}"
CA_244018,47,"{""type"":""Point"",""coordinates"":[-121.53970877680706,36.547528279513635]}"
CA_244077,47,"{""type"":""Point"",""coordinates"":[-121.49478559425238,36.54555556692791]}"
CA_244113,47,"{""type"":""Point"",""coordinates"":[-121.51530148775281,36.53899225561357]}"
CA_244229,47,"{""type"":""Point"",""coordinates"":[-121.4836220706739,36.59327862653016]}"
CA_244362,47,"{""type"":""Point"",""coordinates"":[-121.62415319019328,36.61451060489121]}"
CA_244429,47,"{""type"":""Point"",""coordinates"":[-121.54080777037134,36.64144390325476]}"
CA_244504,47,"{""type"":""Point"",""coordinates"":[-121.52863252846963,36.63251608868089]}"
CA_244553,47,"{""type"":""Point"",""coordinates"":[-121.61097113468963,36.602685135651186]}"
CA_244673,47,"{""type"":""Point"",""coordinates"":[-121.6135567486336,36.596239179832864]}"
CA_244748,47,"{""type"":""Point"",""coordinates"":[-121.51207385873633,36.57100096660039]}"
CA_244948,47,"{""type"":""Point"",""coordinates"":[-121.51175095756697,36.6215256459335]}"
CA_244988,47,"{""type"":""Point"",""coordinates"":[-121.48307557261546,36.5856665733282]}"
CA_245112,47,"{""type"":""Point"",""coordinates"":[-121.54705805878356,36.613660822161386]}"
CA_245314,47,"{""type"":""Point"",""coordinates"":[-121.51485646277884,36.580173407051504]}"
CA_245345,47,"{""type"":""Point"",""coordinates"":[-121.55508968168861,36.565078542550054]}"
CA_245558,47,"{""type"":""Point"",""coordinates"":[-121.53514334654207,36.55395374720141]}"
CA_245568,47,"{""type"":""Point"",""coordinates"":[-121.61209350825574,36.598359725302245]}"
CA_245588,47,"{""type"":""Point"",""coordinates"":[-121.5665749509645,36.58034703470058]}"
CA_245661,47,"{""type"":""Point"",""coordinates"":[-121.58883140218485,36.58853671432856]}"
CA_245680,47,"{""type"":""Point"",""coordinates"":[-121.49983047544872,36.565437757942234]}"
CA_245882,47,"{""type"":""Point"",""coordinates"":[-121.51790731390555,36.55276740674618]}"
CA_246046,47,"{""type"":""Point"",""coordinates"":[-121.44702538972058,36.54195597642924]}"
CA_246087,47,"{""type"":""Point"",""coordinates"":[-121.08827883787195,36.218890824734856]}"
CA_246227,47,"{""type"":""Point"",""coordinates"":[-121.11735733481588,36.21918897371097]}"
CA_246532,47,"{""type"":""Point"",""coordinates"":[-121.00228170482943,36.10565432975156]}"
CA_247159,47,"{""type"":""Point"",""coordinates"":[-121.47811780586726,36.49832394530824]}"
CA_247211,47,"{""type"":""Point"",""coordinates"":[-121.10128589468368,36.22743056056236]}"
CA_247318,47,"{""type"":""Point"",""coordinates"":[-121.270901447751,36.39523239508116]}"
CA_247369,47,"{""type"":""Point"",""coordinates"":[-121.37105071528127,36.41350645831131]}"
CA_247491,47,"{""type"":""Point"",""coordinates"":[-121.4877666663836,36.487668609138645]}"
CA_247537,47,"{""type"":""Point"",""coordinates"":[-120.91731830217569,36.05314957275524]}"
CA_247629,47,"{""type"":""Point"",""coordinates"":[-121.42302664853666,36.457834449438934]}"
CA_247691,47,"{""type"":""Point"",""coordinates"":[-121.29419653480377,36.39343164746073]}"
CA_247832,47,"{""type"":""Point"",""coordinates"":[-121.2913753463735,36.39725933527221]}"
CA_247903,47,"{""type"":""Point"",""coordinates"":[-121.45812271996621,36.526197864329156]}"
CA_248006,47,"{""type"":""Point"",""coordinates"":[-121.28659538781056,36.37884239306634]}"
CA_248663,47,"{""type"":""Point"",""coordinates"":[-121.47190544349716,36.49670814952021]}"
CA_248688,61,"{""type"":""Point"",""coordinates"":[-121.24988607368928,36.38485958250409]}"
CA_248689,47,"{""type"":""Point"",""coordinates"":[-121.15822666132993,36.23807641810305]}"
CA_248799,47,"{""type"":""Point"",""coordinates"":[-121.44416200638675,36.531258165304045]}"
CA_248880,47,"{""type"":""Point"",""coordinates"":[-121.27201847202089,36.34493391138514]}"
CA_249296,47,"{""type"":""Point"",""coordinates"":[-121.25648575538042,36.373933044158406]}"
CA_249407,47,"{""type"":""Point"",""coordinates"":[-121.15837679822802,36.248309280032096]}"
CA_249414,47,"{""type"":""Point"",""coordinates"":[-121.16357405709282,36.280855237576674]}"
CA_249576,47,"{""type"":""Point"",""coordinates"":[-121.34500940661037,36.40993920613152]}"
CA_249858,47,"{""type"":""Point"",""coordinates"":[-121.30317744359003,36.38786497858562]}"
CA_249898,47,"{""type"":""Point"",""coordinates"":[-121.4223168250966,36.50986364416183]}"
CA_249988,47,"{""type"":""Point"",""coordinates"":[-121.45716418964219,36.48512931011666]}"
CA_250143,47,"{""type"":""Point"",""coordinates"":[-121.43489166899447,36.47358477310267]}"
CA_250182,47,"{""type"":""Point"",""coordinates"":[-121.4804506883513,36.4819085669342]}"
CA_250328,47,"{""type"":""Point"",""coordinates"":[-121.40732180255007,36.47880917672029]}"
CA_250527,47,"{""type"":""Point"",""coordinates"":[-121.15341837205882,36.24530494799316]}"
CA_250606,47,"{""type"":""Point"",""coordinates"":[-121.32343369517373,36.3258504995467]}"
CA_250673,47,"{""type"":""Point"",""coordinates"":[-120.92472583139678,36.06642409733587]}"
CA_250696,47,"{""type"":""Point"",""coordinates"":[-121.4285349223528,36.510774696588555]}"
CA_250774,47,"{""type"":""Point"",""coordinates"":[-121.37400674046208,36.436366538344174]}"
CA_250898,47,"{""type"":""Point"",""coordinates"":[-121.20615117499759,36.27868572965415]}"
CA_250938,47,"{""type"":""Point"",""coordinates"":[-121.15766281208946,36.19981375491169]}"
CA_251118,47,"{""type"":""Point"",""coordinates"":[-121.43197215122834,36.51530653561834]}"
CA_251134,47,"{""type"":""Point"",""coordinates"":[-121.30996425893811,36.33391774448684]}"
CA_251191,47,"{""type"":""Point"",""coordinates"":[-121.47595908388634,36.51028548229201]}"
CA_251304,47,"{""type"":""Point"",""coordinates"":[-120.93674724088599,36.07884498412045]}"
CA_251336,47,"{""type"":""Point"",""coordinates"":[-121.44186619190938,36.56077582617494]}"
CA_251450,47,"{""type"":""Point"",""coordinates"":[-121.3311553530634,36.38181767793427]}"
CA_251524,47,"{""type"":""Point"",""coordinates"":[-121.40699061171311,36.460562702709126]}"
CA_251529,47,"{""type"":""Point"",""coordinates"":[-121.25174423057916,36.33951757074088]}"
CA_251578,47,"{""type"":""Point"",""coordinates"":[-121.4280669822845,36.47977621034577]}"
CA_251678,47,"{""type"":""Point"",""coordinates"":[-121.43777859529419,36.524821361749815]}"
CA_251701,47,"{""type"":""Point"",""coordinates"":[-121.27987200360165,36.401476331734955]}"
CA_251743,47,"{""type"":""Point"",""coordinates"":[-121.36810386231645,36.41865382955593]}"
CA_251806,47,"{""type"":""Point"",""coordinates"":[-120.94449078627969,36.08356563477195]}"
CA_251864,47,"{""type"":""Point"",""coordinates"":[-121.08290042118585,36.185683206827925]}"
CA_251986,47,"{""type"":""Point"",""coordinates"":[-121.51365736530595,36.52988148368029]}"
CA_252183,47,"{""type"":""Point"",""coordinates"":[-121.57487258764162,36.61087921249277]}"
CA_252196,47,"{""type"":""Point"",""coordinates"":[-121.56913260781799,36.600265817997844]}"
CA_252322,47,"{""type"":""Point"",""coordinates"":[-121.43074505492625,36.492710889155546]}"
CA_252359,47,"{""type"":""Point"",""coordinates"":[-121.34911472687072,36.43787411177316]}"
CA_252400,47,"{""type"":""Point"",""coordinates"":[-121.22538962028119,36.33653960661976]}"
CA_252549,47,"{""type"":""Point"",""coordinates"":[-120.98578575771225,36.10125067131065]}"
CA_252618,47,"{""type"":""Point"",""coordinates"":[-121.4858242442239,36.57722838778379]}"
CA_252645,47,"{""type"":""Point"",""coordinates"":[-121.53026344253121,36.53511317676203]}"
CA_252652,47,"{""type"":""Point"",""coordinates"":[-121.4898792471132,36.52829385841678]}"
CA_252751,47,"{""type"":""Point"",""coordinates"":[-121.34359654887288,36.409645369714084]}"
CA_252904,47,"{""type"":""Point"",""coordinates"":[-120.93841828662626,36.004332597623105]}"
CA_252973,47,"{""type"":""Point"",""coordinates"":[-121.40374857999949,36.47870600670861]}"
CA_248302,47,"{""type"":""Point"",""coordinates"":[-121.12517816740034,36.193755454131036]}"
CA_252774,47,"{""type"":""Point"",""coordinates"":[-121.24869051030555,36.36877575256721]}"
CA_254906,47,"{""type"":""Point"",""coordinates"":[-121.58572610259193,36.704781734656464]}"
CA_245928,47,"{""type"":""Point"",""coordinates"":[-121.45277089149101,36.54168795379786]}"
CA_249545,47,"{""type"":""Point"",""coordinates"":[-121.32867428814659,36.45622966193621]}"
CA_252657,47,"{""type"":""Point"",""coordinates"":[-121.47051978668446,36.50905162810597]}"
CA_244760,47,"{""type"":""Point"",""coordinates"":[-121.57836683191634,36.62429344182193]}"
CA_248858,47,"{""type"":""Point"",""coordinates"":[-121.28466367173928,36.370771517192075]}"
CA_249203,47,"{""type"":""Point"",""coordinates"":[-121.0238694787611,36.12796818388866]}"
CA_251415,61,"{""type"":""Point"",""coordinates"":[-121.49327585491933,36.51300061591538]}"
CA_251576,47,"{""type"":""Point"",""coordinates"":[-121.22544390082271,36.326876868735106]}"
CA_251752,47,"{""type"":""Point"",""coordinates"":[-121.22760247998659,36.32238261148944]}"
CA_252809,47,"{""type"":""Point"",""coordinates"":[-121.20899784793,36.31508589902374]}"
CA_251384,47,"{""type"":""Point"",""coordinates"":[-121.34523079873784,36.40437870050719]}"
CA_252230,47,"{""type"":""Point"",""coordinates"":[-121.50206448510532,36.57083347587122]}"
CA_420876,215,"{""type"":""Point"",""coordinates"":[-121.47292390357325,36.45065859812764]}"
CA_255715,47,"{""type"":""Point"",""coordinates"":[-121.59981884647085,36.63846984712076]}"
CA_245848,47,"{""type"":""Point"",""coordinates"":[-121.58335353062178,36.62189766998316]}"
CA_246341,47,"{""type"":""Point"",""coordinates"":[-121.3131959832001,36.335522150198905]}"
CA_255306,47,"{""type"":""Point"",""coordinates"":[-121.61371339283671,36.77804546140745]}"
CA_248208,47,"{""type"":""Point"",""coordinates"":[-121.10511716234309,36.19976160741403]}"
CA_248967,47,"{""type"":""Point"",""coordinates"":[-121.0342807474604,36.15623878402133]}"
CA_253002,47,"{""type"":""Point"",""coordinates"":[-121.62211179267383,36.58703725771584]}"
CA_248484,47,"{""type"":""Point"",""coordinates"":[-121.512417936285,36.528172498185135]}"
CA_245529,47,"{""type"":""Point"",""coordinates"":[-121.52351018390176,36.54100615036741]}"
CA_250318,47,"{""type"":""Point"",""coordinates"":[-121.39988608104657,36.48572700493064]}"
CA_245023,47,"{""type"":""Point"",""coordinates"":[-121.53107251840332,36.56791096351822]}"
CA_249989,47,"{""type"":""Point"",""coordinates"":[-121.07730000617077,36.18218656620278]}"
CA_249997,47,"{""type"":""Point"",""coordinates"":[-121.27505619748194,36.39762472695693]}"
CA_250186,47,"{""type"":""Point"",""coordinates"":[-121.15692761276432,36.29310819138252]}"
CA_250221,47,"{""type"":""Point"",""coordinates"":[-121.27281087454898,36.39645280107009]}"
CA_251400,47,"{""type"":""Point"",""coordinates"":[-121.41453738284905,36.51574777560799]}"
CA_251827,47,"{""type"":""Point"",""coordinates"":[-121.46357835178617,36.501419013622936]}"
CA_247299,47,"{""type"":""Point"",""coordinates"":[-120.89924082580701,36.020146573216465]}"
CA_246012,37,"{""type"":""Point"",""coordinates"":[-121.46028597995262,36.53649569381687]}"
CA_245511,69,"{""type"":""Point"",""coordinates"":[-121.46098163466739,36.58334852962586]}"
CA_246089,61,"{""type"":""Point"",""coordinates"":[-121.08563460638271,35.94135170985923]}"
CA_247548,61,"{""type"":""Point"",""coordinates"":[-121.14337414671792,36.10090100998286]}"
CA_248238,61,"{""type"":""Point"",""coordinates"":[-121.15400720244672,36.09685772686623]}"
CA_253662,47,"{""type"":""Point"",""coordinates"":[-121.58767638232653,36.77978354219005]}"
CA_246235,61,"{""type"":""Point"",""coordinates"":[-121.34450544531578,36.414052833628205]}"
CA_250568,69,"{""type"":""Point"",""coordinates"":[-121.1160760605071,36.1703286534296]}"
CA_247196,69,"{""type"":""Point"",""coordinates"":[-121.2505338680445,36.30803602535928]}"
CA_248083,47,"{""type"":""Point"",""coordinates"":[-121.30317653125596,36.32770239563356]}"
CA_250373,69,"{""type"":""Point"",""coordinates"":[-121.29124263228202,36.41599005919927]}"
CA_248451,47,"{""type"":""Point"",""coordinates"":[-121.060957914142,36.20594796231965]}"
CA_248749,61,"{""type"":""Point"",""coordinates"":[-121.42897840686567,36.495425494665454]}"
CA_248652,61,"{""type"":""Point"",""coordinates"":[-121.0751635621702,35.92344790617788]}"
CA_249122,47,"{""type"":""Point"",""coordinates"":[-121.04944553546355,36.15672925016791]}"
CA_249524,61,"{""type"":""Point"",""coordinates"":[-121.16254015051292,36.200812077995266]}"
CA_250211,61,"{""type"":""Point"",""coordinates"":[-121.11905325418,35.96424249576734]}"
CA_252567,47,"{""type"":""Point"",""coordinates"":[-120.9635341704193,36.086660149049806]}"
CA_250324,47,"{""type"":""Point"",""coordinates"":[-121.52727373416744,36.52667776956152]}"
CA_420765,211,"{""type"":""Point"",""coordinates"":[-121.09871005672535,35.97261555253314]}"
CA_245022,69,"{""type"":""Point"",""coordinates"":[-121.45598502739236,36.5817751495071]}"
CA_245782,47,"{""type"":""Point"",""coordinates"":[-121.47262367221114,36.57812539118582]}"
CA_246992,47,"{""type"":""Point"",""coordinates"":[-121.30764841395558,36.2857744161184]}"
CA_247267,69,"{""type"":""Point"",""coordinates"":[-121.38682091417907,36.268840137812276]}"
CA_247331,69,"{""type"":""Point"",""coordinates"":[-121.320015589738,36.284529518696466]}"
CA_247354,69,"{""type"":""Point"",""coordinates"":[-121.3450112205092,36.476306447849154]}"
CA_247820,69,"{""type"":""Point"",""coordinates"":[-121.35385608073241,36.476181937682455]}"
CA_247823,69,"{""type"":""Point"",""coordinates"":[-121.33792441341498,36.34689912704449]}"
CA_248038,69,"{""type"":""Point"",""coordinates"":[-120.70109542165311,35.823774529163074]}"
CA_248499,69,"{""type"":""Point"",""coordinates"":[-121.1788976055621,36.21904796847772]}"
CA_248888,69,"{""type"":""Point"",""coordinates"":[-121.52220883037421,36.51601386333452]}"
CA_248926,69,"{""type"":""Point"",""coordinates"":[-121.38415051250377,36.51316696439218]}"
CA_249344,69,"{""type"":""Point"",""coordinates"":[-121.17635199302632,36.202428831385745]}"
CA_249733,69,"{""type"":""Point"",""coordinates"":[-121.3171038290925,36.28249237815994]}"
CA_249944,69,"{""type"":""Point"",""coordinates"":[-121.10591832193415,36.271325378245535]}"
CA_250212,69,"{""type"":""Point"",""coordinates"":[-121.02667546402851,36.16762564593334]}"
CA_244054,69,"{""type"":""Point"",""coordinates"":[-121.55413180385715,36.55619179595131]}"
CA_249348,69,"{""type"":""Point"",""coordinates"":[-121.08612882016949,36.15267573247012]}"
CA_245955,69,"{""type"":""Point"",""coordinates"":[-121.42394090921549,36.558779069698986]}"
CA_245992,69,"{""type"":""Point"",""coordinates"":[-121.4220437182716,36.5622699554313]}"
CA_246123,69,"{""type"":""Point"",""coordinates"":[-121.46512016878117,36.46717832576274]}"
CA_246321,69,"{""type"":""Point"",""coordinates"":[-121.00936177664609,36.07297591462977]}"
CA_246427,69,"{""type"":""Point"",""coordinates"":[-121.01690874309776,36.079201018455784]}"
CA_246448,61,"{""type"":""Point"",""coordinates"":[-120.90825719625727,35.877161585981824]}"
CA_246458,69,"{""type"":""Point"",""coordinates"":[-121.02453973090164,36.069329457006994]}"
CA_246473,69,"{""type"":""Point"",""coordinates"":[-121.42128101901156,36.42718248711544]}"
CA_246533,69,"{""type"":""Point"",""coordinates"":[-121.3073311630512,36.315070890310075]}"
CA_246558,69,"{""type"":""Point"",""coordinates"":[-121.10359725246765,36.26658618884242]}"
CA_246568,69,"{""type"":""Point"",""coordinates"":[-121.03920926269133,35.919479352914195]}"
CA_246673,69,"{""type"":""Point"",""coordinates"":[-121.30428650561353,36.417609240147364]}"
CA_246755,69,"{""type"":""Point"",""coordinates"":[-121.36901569672644,36.46467116631006]}"
CA_246756,69,"{""type"":""Point"",""coordinates"":[-120.94576328885948,36.01607446541685]}"
CA_246757,69,"{""type"":""Point"",""coordinates"":[-121.13870223986359,36.26969733380203]}"
CA_246812,69,"{""type"":""Point"",""coordinates"":[-121.33006388578512,36.37276444936374]}"
CA_246835,69,"{""type"":""Point"",""coordinates"":[-121.33518995703635,36.3467447632728]}"
CA_246861,47,"{""type"":""Point"",""coordinates"":[-121.4086486151766,36.409653750651074]}"
CA_246869,69,"{""type"":""Point"",""coordinates"":[-121.28270531135944,36.43084985692724]}"
CA_246876,69,"{""type"":""Point"",""coordinates"":[-120.88008018652121,35.884836444849036]}"
CA_246910,69,"{""type"":""Point"",""coordinates"":[-120.88866401556912,35.891483705423845]}"
CA_247174,69,"{""type"":""Point"",""coordinates"":[-121.13880614611037,36.2730504451519]}"
CA_247278,69,"{""type"":""Point"",""coordinates"":[-121.36090042984121,36.3793595829946]}"
CA_247319,69,"{""type"":""Point"",""coordinates"":[-121.3079566816322,36.44635898014393]}"
CA_247408,69,"{""type"":""Point"",""coordinates"":[-121.28979795479883,36.355099767079956]}"
CA_247416,61,"{""type"":""Point"",""coordinates"":[-121.12474479748182,36.18290814324792]}"
CA_247511,69,"{""type"":""Point"",""coordinates"":[-121.11834701508107,36.248182226928655]}"
CA_247542,69,"{""type"":""Point"",""coordinates"":[-121.02149134327453,36.08336314497227]}"
CA_247642,69,"{""type"":""Point"",""coordinates"":[-121.11038378224065,36.25867616492385]}"
CA_247741,69,"{""type"":""Point"",""coordinates"":[-121.09705210517005,36.26595285648235]}"
CA_247763,69,"{""type"":""Point"",""coordinates"":[-121.3815260964325,36.49314981968818]}"
CA_247766,69,"{""type"":""Point"",""coordinates"":[-121.29650453449939,36.351686110628044]}"
CA_247785,69,"{""type"":""Point"",""coordinates"":[-121.27332713218843,36.32749274188036]}"
CA_247822,69,"{""type"":""Point"",""coordinates"":[-121.44164833582737,36.43730903236584]}"
CA_247872,69,"{""type"":""Point"",""coordinates"":[-121.1327402543088,36.251540586137956]}"
CA_247918,69,"{""type"":""Point"",""coordinates"":[-121.36478380537257,36.38366002205077]}"
CA_248113,69,"{""type"":""Point"",""coordinates"":[-121.37527729067591,36.39350348315899]}"
CA_248117,69,"{""type"":""Point"",""coordinates"":[-121.44136445125199,36.435218232380414]}"
CA_248175,69,"{""type"":""Point"",""coordinates"":[-121.30899804636536,36.43024400506157]}"
CA_248207,69,"{""type"":""Point"",""coordinates"":[-120.93105651049298,36.01857692525451]}"
CA_248230,69,"{""type"":""Point"",""coordinates"":[-121.32090914570334,36.28980265012379]}"
CA_248264,69,"{""type"":""Point"",""coordinates"":[-121.50874607280412,36.49945056731581]}"
CA_248338,61,"{""type"":""Point"",""coordinates"":[-121.13765739631184,36.18765780806148]}"
CA_248438,69,"{""type"":""Point"",""coordinates"":[-121.11811759451761,36.26163278269858]}"
CA_248480,69,"{""type"":""Point"",""coordinates"":[-121.13051938039423,36.25652003114751]}"
CA_248612,69,"{""type"":""Point"",""coordinates"":[-121.11135529797369,36.24128861915542]}"
CA_248625,69,"{""type"":""Point"",""coordinates"":[-120.95490626012044,36.05298425780183]}"
CA_248760,69,"{""type"":""Point"",""coordinates"":[-121.44974141994558,36.460323636478925]}"
CA_248793,61,"{""type"":""Point"",""coordinates"":[-121.29871429334267,36.286710121399]}"
CA_248852,69,"{""type"":""Point"",""coordinates"":[-121.28488435052198,36.43367230946102]}"
CA_248949,61,"{""type"":""Point"",""coordinates"":[-121.30122612825483,36.28780144604122]}"
CA_249091,69,"{""type"":""Point"",""coordinates"":[-121.29179445339469,36.35977726577314]}"
CA_249101,69,"{""type"":""Point"",""coordinates"":[-121.29335390150737,36.36153200578428]}"
CA_249145,69,"{""type"":""Point"",""coordinates"":[-121.29107758028657,36.35781103432225]}"
CA_249252,69,"{""type"":""Point"",""coordinates"":[-121.21799329864479,36.25550067495941]}"
CA_249284,69,"{""type"":""Point"",""coordinates"":[-121.29728167364682,36.35791597634781]}"
CA_249396,69,"{""type"":""Point"",""coordinates"":[-121.31166708696394,36.29048052287615]}"
CA_249468,69,"{""type"":""Point"",""coordinates"":[-121.30685155037521,36.45285909286353]}"
CA_249507,61,"{""type"":""Point"",""coordinates"":[-121.01781864909786,36.142894613725524]}"
CA_249685,69,"{""type"":""Point"",""coordinates"":[-121.34681608151284,36.36556038091115]}"
CA_249694,69,"{""type"":""Point"",""coordinates"":[-120.91354135542967,35.886341739904054]}"
CA_249725,69,"{""type"":""Point"",""coordinates"":[-121.33469583544436,36.36120486844433]}"
CA_249783,69,"{""type"":""Point"",""coordinates"":[-121.3670025396647,36.49464868393772]}"
CA_249784,61,"{""type"":""Point"",""coordinates"":[-121.10573640483182,36.166151921043166]}"
CA_249856,69,"{""type"":""Point"",""coordinates"":[-121.2948803390892,36.33973901117161]}"
CA_249887,61,"{""type"":""Point"",""coordinates"":[-121.50794125136727,36.48948319050593]}"
CA_249946,61,"{""type"":""Point"",""coordinates"":[-121.13676333422683,36.19452159104359]}"
CA_249999,69,"{""type"":""Point"",""coordinates"":[-121.26270690339167,36.308378246955584]}"
CA_250003,69,"{""type"":""Point"",""coordinates"":[-121.28736260417332,36.41419113675997]}"
CA_250044,69,"{""type"":""Point"",""coordinates"":[-121.04424617633555,36.122686623806345]}"
CA_250200,61,"{""type"":""Point"",""coordinates"":[-121.3113673812344,36.29706490908117]}"
CA_250290,69,"{""type"":""Point"",""coordinates"":[-121.01420960937978,36.082867546271906]}"
CA_250356,61,"{""type"":""Point"",""coordinates"":[-121.3063640365899,36.35641269055453]}"
CA_250364,69,"{""type"":""Point"",""coordinates"":[-121.2140235785089,36.259852856220434]}"
CA_250406,61,"{""type"":""Point"",""coordinates"":[-121.50511423878301,36.49922276440893]}"
CA_250435,69,"{""type"":""Point"",""coordinates"":[-121.1405999714073,36.27186747099441]}"
CA_250438,69,"{""type"":""Point"",""coordinates"":[-121.02905201318116,36.0839618250182]}"
CA_250522,69,"{""type"":""Point"",""coordinates"":[-121.46006765518491,36.45870691315799]}"
CA_250576,69,"{""type"":""Point"",""coordinates"":[-121.5187640528871,36.519305381816665]}"
CA_250608,69,"{""type"":""Point"",""coordinates"":[-120.91608072700433,35.890643609775424]}"
