field_id,CROP_2023,.geo
CA_34281,61,"{""type"": ""Polygon"", ""coordinates"": [-120.643623287, 37.526104429, -120.643587566, 37.526001901, -120.640350278, 37.52601079, -120.639266687, 37.525997434, -120.639195331, 37.528935978, -120.638967922, 37.534206653, -120.639021461, 37.534353837, -120.63891447, 37.536480821, -120.643386933, 37.53650305, -120.643377981, 37.536226615, -120.643409226, 37.534679294, -120.642664529, 37.53466149, -120.642762652, 37.534251261, -120.64341809, 37.534224474, -120.64349392, 37.530625971, -120.643542981, 37.530278199, -120.643623287, 37.526104429]}"
CA_298067,47,"{""type"": ""Polygon"", ""coordinates"": [-119.707443934, 36.522820112, -119.705334741, 36.522806748, -119.705321394, 36.525486645, -119.707412645, 36.525504492, -119.707443934, 36.522820112]}"
CA_299715,75,"{""type"": ""Polygon"", ""coordinates"": [-119.78583047, 36.50936251, -119.785705561, 36.50927336, -119.782940924, 36.509291185, -119.7821517, 36.509286756, -119.7821517, 36.511039188, -119.782178467, 36.511074832, -119.783890744, 36.511061484, -119.78436786, 36.511052506, -119.784470421, 36.51099456, -119.78450611, 36.510664595, -119.784581904, 36.510504032, -119.784992146, 36.510517419, -119.785099123, 36.510575431, -119.785197266, 36.510900896, -119.785335515, 36.510999036, -119.78562535, 36.510914286, -119.78583047, 36.51091428, -119.78583047, 36.50936251]}"
CA_37706,47,"{""type"": ""Polygon"", ""coordinates"": [-120.288736812, 37.228651173, -120.288023323, 37.228615546, -120.28782715, 37.22855311, -120.28441586, 37.228562035, -120.284384704, 37.231906369, -120.284398082, 37.231959897, -120.287055657, 37.23200001, -120.288736812, 37.232022312, -120.288736812, 37.228651173]}"
CA_303957,72,"{""type"": ""Polygon"", ""coordinates"": [-119.717731088, 36.680939835, -119.717726581, 36.67975814, -119.717539302, 36.679303332, -119.717499177, 36.678928777, -119.717057716, 36.67894214, -119.717151399, 36.678612202, -119.717566082, 36.678215298, -119.715648652, 36.678206431, -119.715648652, 36.679851777, -119.715653072, 36.681787046, -119.716674231, 36.681791553, -119.717129039, 36.681443707, -119.717731088, 36.680939835]}"
CA_38796,61,"{""type"": ""Polygon"", ""coordinates"": [-120.680682859, 37.253867458, -120.680598102, 37.253675707, -120.679786592, 37.252253246, -120.679630501, 37.252190798, -120.67717356, 37.252262171, -120.670743539, 37.252235368, -120.670565149, 37.25241824, -120.670582962, 37.252837366, -120.670912978, 37.252988995, -120.672611834, 37.253189663, -120.673445678, 37.253363566, -120.67391836, 37.253568655, -120.674462376, 37.253751499, -120.67533192, 37.253809438, -120.676014126, 37.253920912, -120.67717356, 37.254076984, -120.677811183, 37.254130495, -120.678167942, 37.254335637, -120.678368607, 37.25436682, -120.678355183, 37.254946509, -120.678484514, 37.255147155, -120.679117655, 37.255646631, -120.679621552, 37.255593126, -120.680080874, 37.255691208, -120.680508958, 37.255762504, -120.680589153, 37.255642149, -120.680682859, 37.253867458]}"
CA_33941,36,"{""type"": ""Polygon"", ""coordinates"": [-120.82492585, 37.456252678, -120.82370846, 37.456243709, -120.823672791, 37.45628831, -120.821768814, 37.456301684, -120.821768814, 37.456368567, -120.821741996, 37.458544627, -120.822415337, 37.458571396, -120.822370816, 37.458829964, -120.822049702, 37.458798812, -120.821982832, 37.458593663, -120.821773284, 37.458607072, -120.821741996, 37.459726322, -120.822495615, 37.45972627, -120.822513494, 37.459663837, -120.822950466, 37.459632674, -120.823280429, 37.459735235, -120.824872303, 37.459739647, -120.82492585, 37.456252678]}"
CA_42050,69,"{""type"": ""Polygon"", ""coordinates"": [-120.658155429, 36.996782424, -120.657910239, 36.996693227, -120.656978268, 36.996706586, -120.657009509, 36.997183761, -120.657562374, 36.997263977, -120.657593616, 36.997585072, -120.657437585, 36.997611826, -120.657094194, 36.997509262, -120.656938163, 36.997562784, -120.656920261, 36.998209359, -120.657308232, 36.998262861, -120.657968158, 36.99824944, -120.65814209, 36.998084487, -120.658155429, 36.996782424]}"
CA_34235,47,"{""type"": ""Polygon"", ""coordinates"": [-120.51207534, 37.572537107, -120.511847878, 37.57210898, -120.511277156, 37.571444631, -120.510924847, 37.571672003, -120.510973872, 37.570914005, -120.510755457, 37.570713276, -120.51024711, 37.570089038, -120.509752116, 37.569562837, -120.509506902, 37.569366626, -120.509176904, 37.569192786, -120.50886026, 37.568965359, -120.506394379, 37.568956473, -120.506211628, 37.569232901, -120.505841469, 37.569973137, -120.505565057, 37.570320917, -120.505404534, 37.570628607, -120.504998701, 37.571087907, -120.504249588, 37.572287376, -120.504245107, 37.572532609, -120.507143567, 37.572550458, -120.507134605, 37.5708471, -120.507353114, 37.570762351, -120.507437811, 37.57086047, -120.507237226, 37.571061096, -120.507214909, 37.572537085, -120.512044063, 37.572586119, -120.51207534, 37.572537107]}"
CA_299026,75,"{""type"": ""Polygon"", ""coordinates"": [-120.45614477, 36.848508363, -120.455721202, 36.847629948, -120.453620918, 36.843242215, -120.453589715, 36.843246691, -120.45131562, 36.844334655, -120.451253212, 36.84453087, -120.452145029, 36.846912011, -120.452399143, 36.847268766, -120.453045718, 36.847808347, -120.453197341, 36.848151634, -120.453179498, 36.848437023, -120.453099248, 36.848575299, -120.453108125, 36.848896342, -120.453540668, 36.849591926, -120.453723494, 36.84969894, -120.456033319, 36.848633212, -120.45614477, 36.848508363]}"
CA_32302,47,"{""type"": ""Polygon"", ""coordinates"": [-120.79361853, 37.385807751, -120.789997659, 37.385981677, -120.790028955, 37.38606196, -120.790657673, 37.386079803, -120.791562874, 37.386048529, -120.791571728, 37.38611989, -120.791973043, 37.386097634, -120.792084549, 37.386160028, -120.792378829, 37.386124347, -120.792748934, 37.386191249, -120.793016476, 37.386289336, -120.793600647, 37.386240291, -120.79361853, 37.385807751]}"
CA_306120,204,"{""type"": ""Polygon"", ""coordinates"": [-119.471472735, 36.591829164, -119.471307708, 36.591218253, -119.471124887, 36.590371031, -119.470995628, 36.589871631, -119.469359074, 36.589858219, -119.469310026, 36.589898375, -119.469310026, 36.590892758, -119.469412637, 36.591017616, -119.470380229, 36.5918916, -119.471459366, 36.591896052, -119.471472735, 36.591829164]}"
CA_302735,69,"{""type"": ""Polygon"", ""coordinates"": [-120.146058907, 36.769149764, -120.146014326, 36.767794229, -120.145978644, 36.763954902, -120.141639982, 36.763968276, -120.141693463, 36.767504327, -120.14181831, 36.767602468, -120.141822804, 36.767865523, -120.141992233, 36.767865569, -120.141992233, 36.768075097, -120.141845095, 36.768084036, -120.141836108, 36.769082913, -120.141898576, 36.769301385, -120.145978644, 36.769283535, -120.146058907, 36.769149764]}"
CA_31597,47,"{""type"": ""Polygon"", ""coordinates"": [-120.759591061, 37.38353367, -120.75958659, 37.382209317, -120.759328008, 37.382178069, -120.757424006, 37.382182544, -120.757388318, 37.384461147, -120.757504239, 37.384608243, -120.757883217, 37.384594872, -120.757896633, 37.385593731, -120.759403767, 37.385580368, -120.759542046, 37.385495645, -120.759591061, 37.38353367]}"
CA_39204,69,"{""type"": ""Polygon"", ""coordinates"": [-120.66038502, 37.293820947, -120.660340441, 37.293763029, -120.653303933, 37.293789759, -120.65321477, 37.294115273, -120.653085501, 37.296407261, -120.653161237, 37.296483093, -120.65758914, 37.296509836, -120.660193277, 37.296496411, -120.66033149, 37.29642507, -120.66038502, 37.293820947]}"
CA_302848,217,"{""type"": ""Polygon"", ""coordinates"": [-120.060047297, 36.768110784, -120.059561268, 36.768119728, -120.05949885, 36.76778972, -120.060020585, 36.767807557, -120.060020585, 36.767740696, -120.056132209, 36.767749593, -120.056136705, 36.768815357, -120.056154514, 36.771325783, -120.060042889, 36.771307962, -120.060047297, 36.768110784]}"
CA_304894,72,"{""type"": ""Polygon"", ""coordinates"": [-119.866914691, 36.713669609, -119.86690136, 36.711975176, -119.862919354, 36.711997465, -119.862937188, 36.71303196, -119.86314237, 36.713214815, -119.863164619, 36.713567059, -119.863240458, 36.713696378, -119.866914691, 36.713669609]}"
CA_303048,66,"{""type"": ""Polygon"", ""coordinates"": [-119.943499761, 36.64812977, -119.934759935, 36.648165467, -119.934755523, 36.651639056, -119.936958291, 36.651643536, -119.936958291, 36.651487446, -119.937328371, 36.651505296, -119.937341784, 36.651634648, -119.940935765, 36.651607849, -119.940926853, 36.651469605, -119.941305923, 36.651469647, -119.941297011, 36.651603427, -119.943486437, 36.651603373, -119.943499761, 36.650118543, -119.943499761, 36.64812977]}"
CA_32686,61,"{""type"": ""Polygon"", ""coordinates"": [-120.333666661, 37.145698537, -120.329194194, 37.145702999, -120.329096094, 37.145769891, -120.32910498, 37.148735176, -120.329194194, 37.148913598, -120.333617657, 37.148904624, -120.333662174, 37.148855647, -120.333666661, 37.145698537]}"
CA_307273,204,"{""type"": ""Polygon"", ""coordinates"": [-119.961166711, 36.687855902, -119.959008536, 36.687864836, -119.958986214, 36.69126269, -119.959071, 36.691320644, -119.960992819, 36.691316194, -119.961153389, 36.691173456, -119.961148889, 36.690740936, -119.960622715, 36.690740918, -119.960622715, 36.690335199, -119.961166711, 36.690326248, -119.961166711, 36.687855902]}"
CA_36905,61,"{""type"": ""Polygon"", ""coordinates"": [-120.836416975, 37.453768924, -120.836309891, 37.453479122, -120.836301041, 37.452970706, -120.836118156, 37.452828088, -120.835886286, 37.452819173, -120.835649946, 37.452988561, -120.835649946, 37.453590548, -120.83553848, 37.453706528, -120.835556357, 37.454228211, -120.836345557, 37.454250494, -120.836403568, 37.454223736, -120.836416975, 37.453768924]}"
CA_300161,75,"{""type"": ""Polygon"", ""coordinates"": [-119.619880547, 36.511761556, -119.619220593, 36.511770436, -119.619037783, 36.511650041, -119.618136996, 36.510905385, -119.615550727, 36.51090093, -119.61553295, 36.514378986, -119.616331071, 36.514387933, -119.616326648, 36.514865064, -119.616393512, 36.514923045, -119.616803714, 36.514958721, -119.616817158, 36.515351142, -119.619782465, 36.515377844, -119.619867192, 36.51535556, -119.619871615, 36.512162856, -119.618382248, 36.512167323, -119.618409046, 36.512113785, -119.619867192, 36.512109369, -119.619880547, 36.511761556]}"
CA_300679,75,"{""type"": ""Polygon"", ""coordinates"": [-119.651580272, 36.666300631, -119.65156692, 36.664623992, -119.651014017, 36.664623965, -119.650991646, 36.663544858, -119.64887365, 36.663535933, -119.64886914, 36.665529142, -119.649208068, 36.665533626, -119.64939977, 36.66558712, -119.649404279, 36.667049694, -119.649743117, 36.667054197, -119.65053238, 36.666737596, -119.651442069, 36.666420999, -119.651580272, 36.666300631]}"
CA_306793,204,"{""type"": ""Polygon"", ""coordinates"": [-120.010649412, 36.727787117, -120.006859186, 36.727796087, -120.006881411, 36.728366863, -120.006230441, 36.728362335, -120.006221533, 36.73094419, -120.007113365, 36.730935237, -120.010636007, 36.729927542, -120.010649412, 36.727787117]}"
CA_302942,72,"{""type"": ""Polygon"", ""coordinates"": [-119.601861346, 36.52721234, -119.598878151, 36.527207896, -119.598873728, 36.528897872, -119.598900441, 36.529036063, -119.597660831, 36.529022752, -119.597647474, 36.530619094, -119.601852413, 36.530645844, -119.601861346, 36.52721234]}"
CA_307443,204,"{""type"": ""Polygon"", ""coordinates"": [-119.853345666, 36.684944136, -119.849069417, 36.684975319, -119.849073832, 36.688716547, -119.851062621, 36.688707622, -119.851093878, 36.688538124, -119.851330157, 36.68853815, -119.851339075, 36.688707559, -119.853332334, 36.688680837, -119.853345666, 36.684944136]}"
CA_39252,69,"{""type"": ""Polygon"", ""coordinates"": [-120.861347768, 36.969595302, -120.861240793, 36.969564064, -120.855809576, 36.969550709, -120.855689191, 36.969630952, -120.855613403, 36.974892685, -120.855675786, 36.974972976, -120.85951061, 36.974981904, -120.860558553, 36.974964017, -120.860776972, 36.974919426, -120.861213984, 36.974915019, -120.861249642, 36.974865932, -120.861347768, 36.969595302]}"
CA_301940,75,"{""type"": ""Polygon"", ""coordinates"": [-119.665782513, 36.650274575, -119.665764653, 36.649819752, -119.665630884, 36.649815347, -119.665626464, 36.649578999, -119.665778092, 36.649565602, -119.665760233, 36.649092958, -119.664351186, 36.649088426, -119.664244117, 36.649141989, -119.664203977, 36.650279075, -119.665158227, 36.650279035, -119.665782513, 36.650274575]}"
CA_34874,37,"{""type"": ""Polygon"", ""coordinates"": [-120.607205793, 37.467387003, -120.60628723, 37.46255781, -120.606153435, 37.462473091, -120.606108837, 37.462223409, -120.605832379, 37.461844346, -120.60340218, 37.462169848, -120.604476773, 37.467841857, -120.604726544, 37.467846288, -120.607045223, 37.467552016, -120.607205793, 37.467387003]}"
CA_39152,69,"{""type"": ""Polygon"", ""coordinates"": [-120.88286296, 37.328535088, -120.882854026, 37.328115952, -120.882773787, 37.327986595, -120.881953262, 37.328004484, -120.881944327, 37.328428036, -120.881395876, 37.328423568, -120.881226462, 37.328365606, -120.881159537, 37.327991055, -120.880459449, 37.328026756, -120.880191922, 37.328098058, -120.880151802, 37.32842357, -120.880125084, 37.330728925, -120.880191922, 37.330755703, -120.881534106, 37.330728941, -120.881873022, 37.330697732, -120.882131611, 37.330421291, -120.882180665, 37.330225084, -120.882541917, 37.329689962, -120.882653341, 37.329297623, -120.882537449, 37.329195033, -120.882586504, 37.329007768, -120.882831688, 37.328713456, -120.88286296, 37.328535088]}"
CA_299271,75,"{""type"": ""Polygon"", ""coordinates"": [-120.538887888, 36.858046396, -120.538745151, 36.857934952, -120.531650753, 36.857948305, -120.531597256, 36.85799737, -120.531570464, 36.86271955, -120.531673065, 36.862799796, -120.532025317, 36.862683903, -120.532783402, 36.862558982, -120.533434403, 36.862380652, -120.533951618, 36.862309299, -120.535490072, 36.862215625, -120.535628246, 36.86230935, -120.536399662, 36.862425289, -120.537938087, 36.863031717, -120.538535655, 36.863334911, -120.53875411, 36.863383978, -120.538870057, 36.8632725, -120.538865577, 36.862483208, -120.538887888, 36.858046396]}"
CA_32452,241,"{""type"": ""Polygon"", ""coordinates"": [-120.509288397, 37.365228981, -120.509270562, 37.361826748, -120.5092616, 37.361412066, -120.509154588, 37.361180127, -120.508539222, 37.361010748, -120.503794724, 37.361064222, -120.50370115, 37.365278063, -120.509288397, 37.365228981]}"
CA_305356,68,"{""type"": ""Polygon"", ""coordinates"": [-119.831451526, 36.518864879, -119.830724659, 36.518869316, -119.830715739, 36.518280742, -119.827068185, 36.518294098, -119.827068185, 36.518543842, -119.827634523, 36.518552767, -119.827652361, 36.518748948, -119.827554248, 36.518869353, -119.827068185, 36.518887163, -119.827059265, 36.52004654, -119.831331074, 36.520001932, -119.831442607, 36.520010835, -119.831451526, 36.518864879]}"
